customer_id,age_group,city,occupation,gender,marital status,avg_income
ATQCUS0556,25-34,Bengaluru,Freelancers,Male,Married,36642
ATQCUS3392,21-24,Chennai,Freelancers,Male,Single,24816
ATQCUS0433,25-34,Delhi NCR,Freelancers,Male,Married,35999
ATQCUS0508,25-34,Bengaluru,Salaried Other Employees,Male,Married,36313
ATQCUS1007,35-45,Mumbai,Business Owners,Male,Married,71600
ATQCUS3926,25-34,Mumbai,Salaried Other Employees,Female,Single,39973
ATQCUS0493,25-34,Bengaluru,Salaried Other Employees,Male,Married,38241
ATQCUS3973,25-34,Bengaluru,Freelancers,Female,Single,34085
ATQCUS0011,21-24,Mumbai,Salaried IT Employees,Male,Married,45444
ATQCUS1467,35-45,Chennai,Freelancers,Male,Married,37514
ATQCUS0741,25-34,Chennai,Freelancers,Male,Married,33603
ATQCUS2085,25-34,Mumbai,Salaried IT Employees,Female,Married,61814
ATQCUS0104,21-24,Chennai,Freelancers,Male,Married,27352
ATQCUS2125,25-34,Mumbai,Salaried Other Employees,Female,Married,40170
ATQCUS1553,35-45,Hyderabad,Salaried Other Employees,Male,Married,39682
ATQCUS2520,25-34,Hyderabad,Government Employees,Female,Married,53546
ATQCUS1127,35-45,Delhi NCR,Salaried Other Employees,Male,Married,43122
ATQCUS0501,25-34,Bengaluru,Salaried Other Employees,Male,Married,39550
ATQCUS1296,35-45,Bengaluru,Freelancers,Male,Married,39072
ATQCUS2226,25-34,Delhi NCR,Salaried Other Employees,Female,Married,38873
ATQCUS1404,35-45,Chennai,Salaried Other Employees,Male,Married,41569
ATQCUS2342,25-34,Bengaluru,Government Employees,Female,Married,50813
ATQCUS0423,25-34,Delhi NCR,Freelancers,Male,Married,34277
ATQCUS0712,25-34,Chennai,Freelancers,Male,Married,35619
ATQCUS3084,45+,Bengaluru,Government Employees,Female,Married,62197
ATQCUS2626,35-45,Mumbai,Freelancers,Female,Married,36957
ATQCUS1647,35-45,Hyderabad,Government Employees,Male,Married,53237
ATQCUS3160,21-24,Mumbai,Salaried IT Employees,Male,Single,48707
ATQCUS0961,35-45,Mumbai,Salaried Other Employees,Male,Married,40365
ATQCUS0957,35-45,Mumbai,Salaried Other Employees,Male,Married,43081
ATQCUS1588,35-45,Hyderabad,Business Owners,Male,Married,78132
ATQCUS2321,25-34,Bengaluru,Business Owners,Female,Married,70018
ATQCUS3794,21-24,Mumbai,Freelancers,Female,Single,26417
ATQCUS1674,45+,Mumbai,Salaried Other Employees,Male,Married,46665
ATQCUS2367,25-34,Chennai,Salaried IT Employees,Female,Married,59238
ATQCUS1761,45+,Delhi NCR,Salaried IT Employees,Male,Married,66755
ATQCUS1036,35-45,Mumbai,Freelancers,Male,Married,35532
ATQCUS3283,21-24,Delhi NCR,Business Owners,Male,Single,56785
ATQCUS2168,25-34,Mumbai,Government Employees,Female,Married,51986
ATQCUS1604,35-45,Hyderabad,Freelancers,Male,Married,37121
ATQCUS0845,25-34,Hyderabad,Business Owners,Male,Married,72761
ATQCUS1452,35-45,Chennai,Business Owners,Male,Married,75279
ATQCUS0706,25-34,Chennai,Business Owners,Male,Married,71665
ATQCUS0624,25-34,Chennai,Salaried IT Employees,Male,Married,62725
ATQCUS0055,21-24,Delhi NCR,Business Owners,Male,Married,51203
ATQCUS3850,21-24,Bengaluru,Salaried Other Employees,Female,Single,28939
ATQCUS1149,35-45,Delhi NCR,Business Owners,Male,Married,72119
ATQCUS1873,45+,Bengaluru,Freelancers,Male,Married,39054
ATQCUS2782,35-45,Chennai,Salaried IT Employees,Female,Married,61486
ATQCUS3047,45+,Bengaluru,Salaried IT Employees,Female,Married,73513
ATQCUS2596,35-45,Mumbai,Salaried Other Employees,Female,Married,42364
ATQCUS2437,25-34,Chennai,Freelancers,Female,Married,32675
ATQCUS2728,35-45,Bengaluru,Salaried IT Employees,Female,Married,64386
ATQCUS1524,35-45,Hyderabad,Salaried IT Employees,Male,Married,67145
ATQCUS1039,35-45,Mumbai,Freelancers,Male,Married,36239
ATQCUS2500,25-34,Hyderabad,Business Owners,Female,Married,71171
ATQCUS0142,25-34,Mumbai,Salaried IT Employees,Male,Married,60592
ATQCUS2840,35-45,Chennai,Salaried Other Employees,Female,Married,44692
ATQCUS2194,25-34,Delhi NCR,Salaried IT Employees,Female,Married,64078
ATQCUS3081,45+,Bengaluru,Freelancers,Female,Married,41831
ATQCUS2216,25-34,Delhi NCR,Salaried IT Employees,Female,Married,65656
ATQCUS3328,21-24,Bengaluru,Salaried Other Employees,Male,Single,29969
ATQCUS2497,25-34,Hyderabad,Business Owners,Female,Married,69449
ATQCUS0562,25-34,Bengaluru,Freelancers,Male,Married,35218
ATQCUS3514,25-34,Delhi NCR,Salaried Other Employees,Male,Single,38648
ATQCUS0295,25-34,Mumbai,Government Employees,Male,Married,51565
ATQCUS1100,35-45,Delhi NCR,Salaried IT Employees,Male,Married,62938
ATQCUS1458,35-45,Chennai,Business Owners,Male,Married,75325
ATQCUS1832,45+,Bengaluru,Salaried Other Employees,Male,Married,46183
ATQCUS3046,45+,Bengaluru,Salaried IT Employees,Female,Married,66994
ATQCUS3132,45+,Hyderabad,Business Owners,Female,Married,70471
ATQCUS0683,25-34,Chennai,Business Owners,Male,Married,70551
ATQCUS3402,21-24,Chennai,Government Employees,Male,Single,40600
ATQCUS1063,35-45,Mumbai,Government Employees,Male,Married,52731
ATQCUS3703,35-45,Chennai,Business Owners,Male,Single,68724
ATQCUS2062,21-24,Chennai,Salaried Other Employees,Female,Married,30144
ATQCUS3488,25-34,Mumbai,Freelancers,Male,Single,33314
ATQCUS1025,35-45,Mumbai,Freelancers,Male,Married,36946
ATQCUS2271,25-34,Delhi NCR,Government Employees,Female,Married,51579
ATQCUS2080,25-34,Mumbai,Salaried IT Employees,Female,Married,60497
ATQCUS2983,45+,Mumbai,Salaried Other Employees,Female,Married,41940
ATQCUS1110,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38557
ATQCUS1331,35-45,Bengaluru,Freelancers,Male,Married,34652
ATQCUS3683,35-45,Bengaluru,Salaried Other Employees,Male,Single,41715
ATQCUS3604,25-34,Chennai,Freelancers,Male,Single,35211
ATQCUS2493,25-34,Hyderabad,Salaried Other Employees,Female,Married,41039
ATQCUS0884,25-34,Hyderabad,Government Employees,Male,Married,51725
ATQCUS1424,35-45,Chennai,Salaried Other Employees,Male,Married,43711
ATQCUS1266,35-45,Bengaluru,Salaried Other Employees,Male,Married,39352
ATQCUS3455,25-34,Mumbai,Salaried IT Employees,Male,Single,62074
ATQCUS1953,45+,Hyderabad,Salaried IT Employees,Male,Married,68569
ATQCUS0739,25-34,Chennai,Freelancers,Male,Married,35430
ATQCUS2077,21-24,Hyderabad,Freelancers,Female,Married,26391
ATQCUS1861,45+,Bengaluru,Business Owners,Male,Married,84414
ATQCUS1567,35-45,Hyderabad,Salaried Other Employees,Male,Married,45720
ATQCUS2018,21-24,Mumbai,Salaried Other Employees,Female,Married,29852
ATQCUS0137,25-34,Mumbai,Salaried IT Employees,Male,Married,62476
ATQCUS1130,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40680
ATQCUS0301,25-34,Mumbai,Government Employees,Male,Married,51844
ATQCUS3112,45+,Chennai,Freelancers,Female,Married,39273
ATQCUS2900,35-45,Hyderabad,Salaried IT Employees,Female,Married,65896
ATQCUS2398,25-34,Chennai,Salaried Other Employees,Female,Married,40550
ATQCUS2772,35-45,Bengaluru,Freelancers,Female,Married,35259
ATQCUS1077,35-45,Delhi NCR,Salaried IT Employees,Male,Married,65586
ATQCUS2970,45+,Mumbai,Salaried IT Employees,Female,Married,69290
ATQCUS0310,25-34,Mumbai,Government Employees,Male,Married,50234
ATQCUS3694,35-45,Chennai,Salaried IT Employees,Male,Single,65450
ATQCUS3048,45+,Bengaluru,Salaried IT Employees,Female,Married,64395
ATQCUS2769,35-45,Bengaluru,Freelancers,Female,Married,40986
ATQCUS2996,45+,Mumbai,Business Owners,Female,Married,77612
ATQCUS0474,25-34,Bengaluru,Salaried IT Employees,Male,Married,63642
ATQCUS1909,45+,Chennai,Salaried IT Employees,Male,Married,72752
ATQCUS0148,25-34,Mumbai,Salaried IT Employees,Male,Married,63329
ATQCUS1174,35-45,Delhi NCR,Freelancers,Male,Married,35492
ATQCUS3560,25-34,Bengaluru,Freelancers,Male,Single,34174
ATQCUS2903,35-45,Hyderabad,Salaried IT Employees,Female,Married,66696
ATQCUS0123,21-24,Hyderabad,Government Employees,Male,Married,39453
ATQCUS1681,45+,Mumbai,Salaried Other Employees,Male,Married,47863
ATQCUS1017,35-45,Mumbai,Business Owners,Male,Married,77592
ATQCUS0415,25-34,Delhi NCR,Business Owners,Male,Married,69323
ATQCUS2063,21-24,Chennai,Salaried Other Employees,Female,Married,29310
ATQCUS3137,21-24,Mumbai,Salaried IT Employees,Male,Single,49501
ATQCUS2928,35-45,Hyderabad,Salaried Other Employees,Female,Married,44570
ATQCUS0403,25-34,Delhi NCR,Business Owners,Male,Married,71558
ATQCUS3714,35-45,Hyderabad,Salaried Other Employees,Male,Single,42796
ATQCUS3338,21-24,Bengaluru,Business Owners,Male,Single,54156
ATQCUS0642,25-34,Chennai,Salaried Other Employees,Male,Married,38761
ATQCUS1915,45+,Chennai,Salaried IT Employees,Male,Married,72430
ATQCUS0920,35-45,Mumbai,Salaried IT Employees,Male,Married,64903
ATQCUS2574,35-45,Mumbai,Salaried IT Employees,Female,Married,61032
ATQCUS0054,21-24,Delhi NCR,Business Owners,Male,Married,53064
ATQCUS1116,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40638
ATQCUS2193,25-34,Delhi NCR,Salaried IT Employees,Female,Married,64336
ATQCUS0853,25-34,Hyderabad,Freelancers,Male,Married,34576
ATQCUS0680,25-34,Chennai,Business Owners,Male,Married,71663
ATQCUS1163,35-45,Delhi NCR,Freelancers,Male,Married,35211
ATQCUS1165,35-45,Delhi NCR,Freelancers,Male,Married,37532
ATQCUS1999,45+,Hyderabad,Government Employees,Male,Married,62997
ATQCUS1906,45+,Chennai,Salaried IT Employees,Male,Married,68142
ATQCUS1336,35-45,Bengaluru,Government Employees,Male,Married,55293
ATQCUS0643,25-34,Chennai,Salaried Other Employees,Male,Married,36980
ATQCUS2579,35-45,Mumbai,Salaried Other Employees,Female,Married,40067
ATQCUS3583,25-34,Chennai,Salaried IT Employees,Male,Single,61000
ATQCUS2213,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61299
ATQCUS1154,35-45,Delhi NCR,Business Owners,Male,Married,80917
ATQCUS0410,25-34,Delhi NCR,Business Owners,Male,Married,71190
ATQCUS2979,45+,Mumbai,Salaried Other Employees,Female,Married,42702
ATQCUS2708,35-45,Delhi NCR,Government Employees,Female,Married,56533
ATQCUS0750,25-34,Chennai,Government Employees,Male,Married,51367
ATQCUS0075,21-24,Bengaluru,Business Owners,Male,Married,49549
ATQCUS1898,45+,Bengaluru,Government Employees,Male,Married,57790
ATQCUS2663,35-45,Delhi NCR,Salaried Other Employees,Female,Married,41800
ATQCUS3806,21-24,Delhi NCR,Salaried IT Employees,Female,Single,45848
ATQCUS0278,25-34,Mumbai,Freelancers,Male,Married,35667
ATQCUS1145,35-45,Delhi NCR,Business Owners,Male,Married,68296
ATQCUS3412,21-24,Hyderabad,Salaried IT Employees,Male,Single,47795
ATQCUS0517,25-34,Bengaluru,Business Owners,Male,Married,66030
ATQCUS1409,35-45,Chennai,Salaried Other Employees,Male,Married,40533
ATQCUS2418,25-34,Chennai,Salaried Other Employees,Female,Married,36739
ATQCUS2783,35-45,Chennai,Salaried IT Employees,Female,Married,65132
ATQCUS0688,25-34,Chennai,Business Owners,Male,Married,67684
ATQCUS0012,21-24,Mumbai,Salaried IT Employees,Male,Married,47586
ATQCUS2188,25-34,Delhi NCR,Salaried IT Employees,Female,Married,60591
ATQCUS3334,21-24,Bengaluru,Business Owners,Male,Single,54165
ATQCUS0892,35-45,Mumbai,Salaried IT Employees,Male,Married,64421
ATQCUS1272,35-45,Bengaluru,Business Owners,Male,Married,71628
ATQCUS3977,25-34,Bengaluru,Government Employees,Female,Single,54513
ATQCUS2167,25-34,Mumbai,Government Employees,Female,Married,52580
ATQCUS2174,25-34,Mumbai,Government Employees,Female,Married,51902
ATQCUS2552,35-45,Mumbai,Salaried IT Employees,Female,Married,61449
ATQCUS1539,35-45,Hyderabad,Salaried IT Employees,Male,Married,66755
ATQCUS0051,21-24,Delhi NCR,Salaried Other Employees,Male,Married,28169
ATQCUS2157,25-34,Mumbai,Freelancers,Female,Married,35283
ATQCUS3179,21-24,Mumbai,Salaried Other Employees,Male,Single,29687
ATQCUS2285,25-34,Bengaluru,Salaried IT Employees,Female,Married,63126
ATQCUS2813,35-45,Chennai,Salaried IT Employees,Female,Married,63580
ATQCUS2684,35-45,Delhi NCR,Business Owners,Female,Married,73844
ATQCUS3988,25-34,Chennai,Salaried Other Employees,Female,Single,40637
ATQCUS2692,35-45,Delhi NCR,Freelancers,Female,Married,37378
ATQCUS1860,45+,Bengaluru,Business Owners,Male,Married,76583
ATQCUS2540,35-45,Mumbai,Salaried IT Employees,Female,Married,62859
ATQCUS3532,25-34,Delhi NCR,Freelancers,Male,Single,34338
ATQCUS3630,25-34,Hyderabad,Salaried Other Employees,Male,Single,39387
ATQCUS2833,35-45,Chennai,Salaried Other Employees,Female,Married,40989
ATQCUS1750,45+,Delhi NCR,Salaried IT Employees,Male,Married,69437
ATQCUS2078,21-24,Hyderabad,Government Employees,Female,Married,40990
ATQCUS0321,25-34,Delhi NCR,Salaried IT Employees,Male,Married,63109
ATQCUS0002,21-24,Mumbai,Salaried IT Employees,Male,Married,47336
ATQCUS3315,21-24,Bengaluru,Salaried IT Employees,Male,Single,45584
ATQCUS3969,25-34,Bengaluru,Salaried Other Employees,Female,Single,39873
ATQCUS1397,35-45,Chennai,Salaried Other Employees,Male,Married,44157
ATQCUS3729,45+,Bengaluru,Salaried IT Employees,Male,Single,66871
ATQCUS0865,25-34,Hyderabad,Freelancers,Male,Married,34651
ATQCUS3211,21-24,Mumbai,Business Owners,Male,Single,54274
ATQCUS0747,25-34,Chennai,Government Employees,Male,Married,50653
ATQCUS1940,45+,Chennai,Freelancers,Male,Married,40450
ATQCUS1917,45+,Chennai,Salaried Other Employees,Male,Married,42114
ATQCUS3940,25-34,Delhi NCR,Salaried IT Employees,Female,Single,66038
ATQCUS3540,25-34,Bengaluru,Salaried IT Employees,Male,Single,64245
ATQCUS3219,21-24,Mumbai,Freelancers,Male,Single,26883
ATQCUS2129,25-34,Mumbai,Salaried Other Employees,Female,Married,38959
ATQCUS0881,25-34,Hyderabad,Government Employees,Male,Married,55061
ATQCUS3815,21-24,Delhi NCR,Salaried IT Employees,Female,Single,48478
ATQCUS3492,25-34,Mumbai,Freelancers,Male,Single,31942
ATQCUS0367,25-34,Delhi NCR,Salaried Other Employees,Male,Married,36640
ATQCUS1160,35-45,Delhi NCR,Business Owners,Male,Married,74557
ATQCUS1847,45+,Bengaluru,Business Owners,Male,Married,75870
ATQCUS1933,45+,Chennai,Business Owners,Male,Married,78716
ATQCUS3098,45+,Chennai,Salaried IT Employees,Female,Married,65277
ATQCUS2938,35-45,Hyderabad,Business Owners,Female,Married,74973
ATQCUS0199,25-34,Mumbai,Salaried Other Employees,Male,Married,37896
ATQCUS0449,25-34,Delhi NCR,Government Employees,Male,Married,52603
ATQCUS2702,35-45,Delhi NCR,Freelancers,Female,Married,36326
ATQCUS0779,25-34,Hyderabad,Salaried IT Employees,Male,Married,64718
ATQCUS3499,25-34,Mumbai,Government Employees,Male,Single,52160
ATQCUS2583,35-45,Mumbai,Salaried Other Employees,Female,Married,42038
ATQCUS2097,25-34,Mumbai,Salaried IT Employees,Female,Married,64769
ATQCUS0992,35-45,Mumbai,Business Owners,Male,Married,75414
ATQCUS2131,25-34,Mumbai,Salaried Other Employees,Female,Married,38274
ATQCUS2682,35-45,Delhi NCR,Salaried Other Employees,Female,Married,40636
ATQCUS2475,25-34,Hyderabad,Salaried IT Employees,Female,Married,62949
ATQCUS0114,21-24,Hyderabad,Salaried Other Employees,Male,Married,28658
ATQCUS3534,25-34,Delhi NCR,Government Employees,Male,Single,51929
ATQCUS3763,21-24,Mumbai,Salaried IT Employees,Female,Single,45861
ATQCUS0077,21-24,Bengaluru,Business Owners,Male,Married,57469
ATQCUS3931,25-34,Mumbai,Business Owners,Female,Single,70008
ATQCUS3518,25-34,Delhi NCR,Salaried Other Employees,Male,Single,37412
ATQCUS0617,25-34,Chennai,Salaried IT Employees,Male,Married,62492
ATQCUS2793,35-45,Chennai,Salaried IT Employees,Female,Married,70201
ATQCUS3158,21-24,Mumbai,Salaried IT Employees,Male,Single,48409
ATQCUS0359,25-34,Delhi NCR,Salaried IT Employees,Male,Married,63111
ATQCUS1167,35-45,Delhi NCR,Freelancers,Male,Married,37115
ATQCUS3600,25-34,Chennai,Business Owners,Male,Single,66095
ATQCUS2600,35-45,Mumbai,Salaried Other Employees,Female,Married,41023
ATQCUS2905,35-45,Hyderabad,Salaried IT Employees,Female,Married,66051
ATQCUS1644,35-45,Hyderabad,Government Employees,Male,Married,56785
ATQCUS3613,25-34,Chennai,Government Employees,Male,Single,52592
ATQCUS0518,25-34,Bengaluru,Business Owners,Male,Married,66433
ATQCUS3665,35-45,Delhi NCR,Salaried IT Employees,Male,Single,69862
ATQCUS3356,21-24,Bengaluru,Government Employees,Male,Single,42435
ATQCUS3749,21-24,Mumbai,Salaried IT Employees,Female,Single,46253
ATQCUS1373,35-45,Chennai,Salaried IT Employees,Male,Married,62908
ATQCUS0052,21-24,Delhi NCR,Business Owners,Male,Married,56133
ATQCUS0745,25-34,Chennai,Freelancers,Male,Married,32856
ATQCUS0143,25-34,Mumbai,Salaried IT Employees,Male,Married,64916
ATQCUS3129,45+,Hyderabad,Salaried Other Employees,Female,Married,42705
ATQCUS1979,45+,Hyderabad,Business Owners,Male,Married,71569
ATQCUS3396,21-24,Chennai,Freelancers,Male,Single,26569
ATQCUS0377,25-34,Delhi NCR,Salaried Other Employees,Male,Married,37623
ATQCUS2603,35-45,Mumbai,Salaried Other Employees,Female,Married,43642
ATQCUS1589,35-45,Hyderabad,Business Owners,Male,Married,71124
ATQCUS1614,35-45,Hyderabad,Freelancers,Male,Married,37427
ATQCUS2074,21-24,Hyderabad,Salaried Other Employees,Female,Married,30814
ATQCUS3181,21-24,Mumbai,Salaried Other Employees,Male,Single,30654
ATQCUS2665,35-45,Delhi NCR,Salaried Other Employees,Female,Married,41683
ATQCUS0724,25-34,Chennai,Freelancers,Male,Married,35400
ATQCUS2602,35-45,Mumbai,Salaried Other Employees,Female,Married,40592
ATQCUS2206,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63663
ATQCUS0344,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60583
ATQCUS1950,45+,Chennai,Government Employees,Male,Married,63003
ATQCUS0705,25-34,Chennai,Business Owners,Male,Married,69218
ATQCUS2496,25-34,Hyderabad,Business Owners,Female,Married,68712
